Id,mmr
255558743,0
215056058,2440
373924135,2599
1258131,2349
166445170,2404
133756491,2331
187225321,0
218032601,0
162627622,2295
19710626,0
62221016,0
71637584,0
165420591,0
312211363,0
93404770,2804
187805459,0
104210466,0
150080750,0
98100017,0
80035490,2652
5625952,2108
86641951,2494
137880815,0
158070585,0
122445505,2563
82686875,2897
337630191,3244
121816865,0
198941636,3036
185183309,3398
118947899,3857
27497935,0
107407430,0
64692545,0
86435154,0
100255541,2368
115335591,0
22495653,0
207442545,2003
13852076,0
110969218,3006
388343872,2981
104838659,3382
137702857,3462
13291384,0
14243726,0
33742538,0
111146730,3137
133655538,0
297407639,0
201706607,0
332920170,0
157451406,3190
113906345,0
350424973,0
57867862,0
242173768,0
116370573,0
427065347,0
142387780,2836
70844933,3849
112955107,2633
47717921,3622
188921942,3638
131704908,3810
131792042,1747
142503942,0
103588263,3112
182621744,3304
42306350,0
150108806,0
98192039,1822
105554223,0
84884537,0
90082387,3305
70549469,0
284236722,0
112478555,0
148073282,0
108721608,0
87221175,4040
163299897,3668
39681958,2291
105162313,4112
128884940,2350
87986687,0
209930623,0
123723313,3169
85051388,3292
138527694,0
77313563,0
199768189,3462
113582187,3317
78562282,0
315138958,0
375370040,0
158575381,0
112256751,2282
223708658,2832
93817680,3430
162016453,0
375445849,3045
38229385,0
61524524,0
112187105,0
151137295,3014
286655798,3129
170756418,0
129539225,2856
176496465,2872
63888600,2986
33658221,0
50667244,0
184454399,0
139743415,3083
144053689,3394
50559363,3087
179463275,0
81726631,0
164788113,3400
422770879,3226
167165394,3123
116905442,0
50194341,3362
110545727,0
158972897,3166
246090281,3212
14536692,3155
40150987,3275
70707594,3277
139234179,3181
109642309,3344
21556571,3237
339768769,3539
32703127,0
438261144,0
121098259,0
39007946,3360
140763657,4011
326606190,3205
114160993,0
199137831,2882
85954636,3541
169031685,0
384599631,2984
157143179,0
309149424,3585
121489111,3572
129082739,3156
413147198,3113
140093253,3062
140515549,0
208531583,0
169900343,2952
180846016,3618
39173895,3198
350444032,3212
14022569,3533
72269370,2168
316499104,0
149645354,2250
297117252,0
319251561,0
83833118,3578
42745032,3265
101152568,0
119253955,3176
124766432,2683
94330135,3268
201325788,0
191912329,2924
93168405,3266
199678587,3320
426603903,3041
243177028,3476
91903825,3523
119088315,2856
164084441,2335
150196704,3635
302619116,0
185561090,3328
121985176,3627
18496488,2937
147802958,3074
255237583,0
300431113,2860
424845160,2562
44304880,2940
400273670,2953
124843387,0
202101178,0
205169132,3045
305107992,3465
260143745,2941
123631260,0
375473724,2943
160158232,2992
167289239,3012
125369423,3198
195138595,0
80938049,2469
134009683,2692
201756292,3013
206545418,2448
144766853,3103
96628909,0
83625577,2869
7547454,2702
210374806,0
217648979,0
166951577,2960
138386095,3479
109763100,2985
179586629,2879
183157529,0
90556378,0
150000070,2867
20375455,2837
93359766,2747
199484771,2830
189466546,3230
439652601,0
51736496,2877
201962312,2845
160922680,0
386129780,0
141968865,2418
39701672,3019
214157266,0
121466433,1572
253023209,2768
242502301,2454
160844929,3448
45065173,2863
341708445,2449
80570983,0
43717917,3205
378791410,3127
68489405,0
120623270,0
214657523,0
66508585,2586
115151054,2940
169465993,2949
217334234,0
54932213,0
115307385,0
118842554,2959
405477991,3376
117177773,2702
72183624,3023
29550446,2985
119787601,2899
324947150,3092
173591590,2784
85681397,0
419051443,0
165635065,3131
128772660,0
51625188,0
48139100,0
8014163,2686
62755135,2961
112748626,2674
116676438,2813
133679612,2720
133355866,3100
132376580,3093
196668413,2991
244740964,2885
86956863,3095
207149519,3013
166771493,3406
125698681,0
18757818,0
106888254,3528
315551834,2768
109969347,0
360219393,0
178181420,2787
130549769,2573
142241995,2720
413781530,0
156618292,0
325938050,0
413727638,3223
215387397,3077
108974710,3283
38173370,2984
292416112,3066
10147770,3525
206707427,3103
120739805,3512
155121646,2982
78298473,3073
356587675,3034
218124897,0
233375139,0
34900020,2765
66533105,3341
205081123,2638
179278689,3224
178285107,3251
167630101,3002
346473434,3137
246162076,3610
174177439,3261
3859922,2984
78112719,3399
138704346,0
163116246,3116
226080503,0
196464435,3131
199053969,0
243012091,0
89044565,3283
83911466,3108
390199406,3139
154542138,2342
289523900,0
133896697,3036
50788458,3380
122795068,3214
364644581,3000
167316357,4221
402818228,3304
94630468,3311
128388422,3325
351897049,3118
78183142,3087
324402058,2575
204935254,2412
416673482,3068
16920640,2819
358997537,0
194228853,0
195648445,2792
4008287,1922
151696909,2568
322387952,2626
96655908,0
186063804,0
87846011,3154
66171389,3185
121720777,2831
67216119,0
91821411,0
115291701,3498
189313732,3212
70701828,2689
329771280,2935
126408748,3014
406764055,4139
135369965,3334
130291071,0
259131637,1520
258983805,0
98995530,0
136528689,0
153829543,0
68073850,3361
100844674,3041
18057930,2635
130291040,0
281579682,0
128589472,2865
177645852,3999
215898181,2581
126713009,0
64025584,0
307868854,3022
193572079,815
139518592,2943
25139294,2696
31403809,0
6349836,2793
142172253,2756
122510302,2823
197261545,2814
158206986,3164
339181356,2761
329142354,2970
134844025,2835
162357512,2349
284034544,2826
341174304,2767
179418332,2985
465863195,0
142196343,2782
179555765,2693
157521565,2828
308629173,2685
157047972,2220
50252391,2876
175339888,2854
46657148,2973
168235533,3116
174577039,2928
303334257,2679
61858304,2827
81310104,2888
234306151,1576
351039609,0
277551238,2980
37231791,2950
243306976,2653
113710542,0
324138386,3421
133352700,2939
138217578,3095
207641337,2948
102502661,0
367198678,0
413572426,2757
207719362,3640
206184403,3074
430719061,0
67852408,2990
168488672,2742
364217607,2871
402355229,2960
147513161,0
248172815,2879
120179640,3114
107369526,3017
160985,3025
94750150,3109
435920673,3575
265119764,4452
38002880,0
295162409,2488
330790149,0
134987848,3114
360484397,0
212758307,0
361857942,0
285172520,0
202483446,2731
331274785,2767
101476765,2652
182464011,2756
124192260,0
175765515,3212
192198116,3094
162557765,3137
161867669,3351
100019842,3132
150312376,3555
153342385,0
115004506,4017
103031928,0
371974151,2967
36466418,3457
204562273,3197
8847631,0
95988475,2581
154882453,2590
117543510,2817
178728632,2211
216876461,4204
207687962,4705
156344242,3964
194528827,0
151661134,0
243600799,3920
129440673,2936
321327716,3763
402242048,3018
353540196,2255
77429623,4597
181102967,0
116365540,3227
378264622,3336
380413048,3035
193699335,3504
135634236,4000
224664595,3850
51797495,0
128221365,0
188022154,3858
50885153,0
129436089,0
123361557,0
200714451,0
243611617,3776
87019415,4113
192425349,0
58033421,0
117221941,4563
219888374,4224
162169538,3013
306022096,2668
276514546,4212
318137406,2947
376023930,3833
250645248,3598
202381130,3883
315392997,0
218557833,4842
196285672,3437
147829197,3815
102392078,0
202475814,3047
175119522,3724
85909926,3744
116104128,0
121203200,3176
113081614,3368
335189236,3499
109991449,3225
52234710,3116
124215868,0
87292231,0
100905928,3893
249184096,4036
142560151,4012
294882730,3077
142003452,4015
393356799,4135
294908423,4188
207702670,0
108950852,4047
201009424,3611
158666801,3798
112287360,4078
179928085,4572
175183959,3147
118730788,3094
166436703,4570
134884778,4054
154058811,3385
188525264,3251
117925183,3496
116654698,3616
458377708,0
87820091,3527
109891882,3546
107980423,3547
150144302,3638
79754279,0
58494751,0
15763053,3375
414019711,0
83438777,3412
34946426,3668
100962555,0
198886021,3579
128283340,3256
116896192,3429
103263832,0
52341592,0
257762284,3055
125487638,3253
408455799,0
304056902,3390
396323508,0
207445519,0
